descriptive_rank,overfit_config_id,overfit_config_name,overfit_stage,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_epochs,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,max_windows_fraction,n_runs,seeds,window_balanced_accuracy_n_repeats,window_balanced_accuracy_mean,window_balanced_accuracy_sample_sd,window_balanced_accuracy_repeat_t_ci95_low,window_balanced_accuracy_repeat_t_ci95_high,window_balanced_accuracy_repeat_t_ci95_method,window_macro_f1_n_repeats,window_macro_f1_mean,window_macro_f1_sample_sd,window_macro_f1_repeat_t_ci95_low,window_macro_f1_repeat_t_ci95_high,window_macro_f1_repeat_t_ci95_method,file_balanced_accuracy_n_repeats,file_balanced_accuracy_mean,file_balanced_accuracy_sample_sd,file_balanced_accuracy_repeat_t_ci95_low,file_balanced_accuracy_repeat_t_ci95_high,file_balanced_accuracy_repeat_t_ci95_method,file_macro_f1_n_repeats,file_macro_f1_mean,file_macro_f1_sample_sd,file_macro_f1_repeat_t_ci95_low,file_macro_f1_repeat_t_ci95_high,file_macro_f1_repeat_t_ci95_method,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_mean,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_method,subject_macro_f1_n_repeats,subject_macro_f1_mean,subject_macro_f1_sample_sd,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_method,duration_sec_n_repeats,duration_sec_mean,duration_sec_sample_sd,duration_sec_repeat_t_ci95_low,duration_sec_repeat_t_ci95_high,duration_sec_repeat_t_ci95_method,source_study,formal_v2_selection_eligible
26,s1_179,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep15,stage1,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.9,15,0.001,0.005,0.5,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5642120967396345,0.022244417892898202,0.5365920038810231,0.5918321895982458,two_sided_student_t_0.95,5,0.5639979522771073,0.019300253937816963,0.5400335218063295,0.587962382747885,two_sided_student_t_0.95,5,0.6033333333333333,0.03576879536043048,0.5589205078751688,0.6477461587914978,two_sided_student_t_0.95,5,0.6023091001435332,0.03214454215130321,0.5623963794155166,0.6422218208715499,two_sided_student_t_0.95,5,0.5916666666666666,0.0362177911400147,0.5466963393136469,0.6366369940196862,two_sided_student_t_0.95,5,0.5876939422881002,0.04209650967686525,0.5354242217723002,0.6399636628039003,two_sided_student_t_0.95,5,217.41592032313346,2.9266619486467267,213.78198954658595,221.04985109968098,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
27,s1_149,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep15,stage1,main_effect,baseline,base,15,0.001,0.0005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5498350898933068,0.02458931660482031,0.5193034207246673,0.5803667590619462,two_sided_student_t_0.95,5,0.5521420374904303,0.02030432351647508,0.5269308899721411,0.5773531850087196,two_sided_student_t_0.95,5,0.5644444444444445,0.05793366908557943,0.49251029325703,0.6363785956318591,two_sided_student_t_0.95,5,0.5693227304879958,0.05311586388290351,0.5033706745711027,0.6352747864048888,two_sided_student_t_0.95,5,0.5907407407407408,0.0649469552472229,0.5100984446173129,0.6713830368641687,two_sided_student_t_0.95,5,0.5943210959101837,0.06281336373399017,0.5163280035556099,0.6723141882647574,two_sided_student_t_0.95,5,207.7876605534926,2.0153420835414524,205.28528284429422,210.29003826269098,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
28,s1_123,main_effect_dropout-0p1_lr0.001_wd0.0005_do0.1_ls0.1_mw90_ep12,stage1,main_effect,dropout,0.1,12,0.001,0.0005,0.1,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5458391880466261,0.025159612756952075,0.5145994026775705,0.5770789734156817,two_sided_student_t_0.95,5,0.5430356492449191,0.018094314170219318,0.5205685907675696,0.5655027077222686,two_sided_student_t_0.95,5,0.5662962962962962,0.04262579221393511,0.5133693847093386,0.6192232078832538,two_sided_student_t_0.95,5,0.5629613339582169,0.03848176604979826,0.5151799104668824,0.6107427574495514,two_sided_student_t_0.95,5,0.5907407407407408,0.04043975518874532,0.5405281526267017,0.6409533288547798,two_sided_student_t_0.95,5,0.5885575648184346,0.03859867118916837,0.5406309844243392,0.6364841452125299,two_sided_student_t_0.95,5,165.97666136585175,0.5114856887508787,165.34156800053333,166.61175473117018,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
29,s1_096,main_effect_label_smoothing-0p2_lr0.001_wd0.0005_do0.2_ls0.2_mw90_ep10,stage1,main_effect,label_smoothing,0.2,10,0.001,0.0005,0.2,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.54424375320905,0.022453758678438216,0.5163637294336779,0.5721237769844222,two_sided_student_t_0.95,5,0.5436690474498014,0.022943084575782185,0.5151814453243085,0.5721566495752942,two_sided_student_t_0.95,5,0.5811111111111111,0.017733354992406115,0.5590922426496734,0.6031299795725489,two_sided_student_t_0.95,5,0.5792611482750996,0.02638150032759324,0.5465041890997262,0.6120181074504729,two_sided_student_t_0.95,5,0.5907407407407408,0.04739438478544341,0.5318928394356394,0.6495886420458422,two_sided_student_t_0.95,5,0.5876223283890626,0.05104400495718692,0.524242825109589,0.6510018316685362,two_sided_student_t_0.95,5,133.4049752490595,0.3919310374965303,132.91832859002142,133.8916219080976,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
30,s1_068,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep8,stage1,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.9,8,0.001,0.005,0.5,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5422916883658727,0.022292396095543943,0.5146120227003376,0.5699713540314079,two_sided_student_t_0.95,5,0.5454689602428736,0.01605569335334547,0.5255331838398251,0.5654047366459222,two_sided_student_t_0.95,5,0.5851851851851853,0.04090874450810095,0.5343902699177603,0.6359801004526102,two_sided_student_t_0.95,5,0.5861031056154431,0.030401984360491966,0.5483540561610663,0.62385215506982,two_sided_student_t_0.95,5,0.587962962962963,0.02679591875645886,0.554691435344275,0.621234490581651,two_sided_student_t_0.95,5,0.5888402617907261,0.031368968221374804,0.549890543289447,0.6277899802920053,two_sided_student_t_0.95,5,113.9547349177301,0.48163399522099154,113.35670732555315,114.55276250990704,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
31,s1_138,main_effect_max_windows_fraction-0p3_lr0.001_wd0.0005_do0.2_ls0.1_mw30_ep12,stage1,main_effect,max_windows_fraction,0.3,12,0.001,0.0005,0.2,0.1,0.3,5,"42,10042,20042,30042,40042",5,0.5576812357504352,0.0072783393964827555,0.5486439837551144,0.566718487745756,two_sided_student_t_0.95,5,0.5608281568895966,0.012588833337798316,0.5451970557546651,0.5764592580245281,two_sided_student_t_0.95,5,0.5935185185185186,0.0171733675842513,0.5721949662612341,0.614842070775803,two_sided_student_t_0.95,5,0.5949719289900555,0.023862222737581863,0.5653430660996808,0.6246007918804302,two_sided_student_t_0.95,5,0.587962962962963,0.053691729188625935,0.5212958758281399,0.6546300500977862,two_sided_student_t_0.95,5,0.5881439252182286,0.06604917315911045,0.5061330447954345,0.6701548056410226,two_sided_student_t_0.95,5,56.32899678107351,0.1857179128488448,56.09839753486756,56.55959602727947,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
32,s1_171,main_effect_label_smoothing-0p3_lr0.001_wd0.0005_do0.2_ls0.3_mw90_ep15,stage1,main_effect,label_smoothing,0.3,15,0.001,0.0005,0.2,0.3,0.9,5,"42,10042,20042,30042,40042",5,0.5511235482267397,0.03500270065516116,0.5076619549833227,0.5945851414701567,two_sided_student_t_0.95,5,0.5490547094524412,0.03195590948460628,0.5093762071155473,0.588733211789335,two_sided_student_t_0.95,5,0.580925925925926,0.052425726414838114,0.5158307888569412,0.6460210629949107,two_sided_student_t_0.95,5,0.5810422753916001,0.051766080897106485,0.5167661964135593,0.645318354369641,two_sided_student_t_0.95,5,0.587962962962963,0.06322453835068359,0.5094593298898659,0.6664665960360602,two_sided_student_t_0.95,5,0.5866980402775261,0.06277856284139788,0.5087481589383896,0.6646479216166626,two_sided_student_t_0.95,5,218.58799138944596,2.8894721938999766,215.0002377924695,222.17574498642242,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
33,s1_170,main_effect_label_smoothing-0p2_lr0.001_wd0.0005_do0.2_ls0.2_mw90_ep15,stage1,main_effect,label_smoothing,0.2,15,0.001,0.0005,0.2,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5493189886507482,0.02259826222990162,0.5212595400179114,0.5773784372835851,two_sided_student_t_0.95,5,0.547715636040788,0.01798394415020336,0.5253856200437732,0.5700456520378028,two_sided_student_t_0.95,5,0.5827777777777777,0.04725670491181207,0.5241008286150416,0.6414547269405139,two_sided_student_t_0.95,5,0.5783420570980932,0.042574177833057426,0.525479233229661,0.6312048809665254,two_sided_student_t_0.95,5,0.587962962962963,0.052887313235166,0.5222946901571318,0.6536312357687942,two_sided_student_t_0.95,5,0.5798496319430588,0.04506617965877109,0.5238925791241799,0.6358066847619378,two_sided_student_t_0.95,5,222.04774870090188,0.4975810232765682,221.42992025810997,222.66557714369378,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
34,s1_159,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep15,stage1,main_effect,dropout,0.0,15,0.001,0.0005,0.0,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5617778985168292,0.007488288566186416,0.5524799601960346,0.5710758368376239,two_sided_student_t_0.95,5,0.5607472733106047,0.01100104794091283,0.5470876681398595,0.5744068784813499,two_sided_student_t_0.95,5,0.5883333333333334,0.019229410630494104,0.5644568664467721,0.6122098002198947,two_sided_student_t_0.95,5,0.5860976884011853,0.022297233498794738,0.5584120163061889,0.6137833604961817,two_sided_student_t_0.95,5,0.5870370370370371,0.025230419617479117,0.5557093333384393,0.618364740735635,two_sided_student_t_0.95,5,0.5806980022465283,0.01648773588326311,0.5602257741883881,0.6011702303046685,two_sided_student_t_0.95,5,211.7940384555608,1.0313444321678535,210.51345520439008,213.07462170673153,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
35,s1_006,main_effect_weight_decay-0p001_lr0.001_wd0.001_do0.2_ls0.1_mw90_ep5,stage1,main_effect,weight_decay,0.001,5,0.001,0.001,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5366225506828208,0.03137236269982502,0.4976686173798574,0.5755764839857843,two_sided_student_t_0.95,5,0.5423826816226909,0.03749675498108141,0.49582431091321433,0.5889410523321674,two_sided_student_t_0.95,5,0.5631481481481482,0.039072538147801324,0.51463318421158,0.6116631120847164,two_sided_student_t_0.95,5,0.5701741585594043,0.046029850392931386,0.5130205504837959,0.6273277666350128,two_sided_student_t_0.95,5,0.587037037037037,0.06426686367642225,0.5072391861325541,0.6668348879415199,two_sided_student_t_0.95,5,0.5940996307974237,0.07053185143938441,0.5065227701384836,0.6816764914563638,two_sided_student_t_0.95,5,65.49703455585987,0.40722934302737207,64.99139254161061,66.00267657010913,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
36,s1_173,main_effect_max_windows_fraction-0p7_lr0.001_wd0.0005_do0.2_ls0.1_mw70_ep15,stage1,main_effect,max_windows_fraction,0.7,15,0.001,0.0005,0.2,0.1,0.7,5,"42,10042,20042,30042,40042",5,0.5510854519460434,0.016495468731768912,0.53060362228831,0.5715672816037768,two_sided_student_t_0.95,5,0.5548560571285954,0.013755158967440017,0.5377767714491555,0.5719353428080354,two_sided_student_t_0.95,5,0.5837037037037037,0.03137645880835725,0.544744684410243,0.6226627229971644,two_sided_student_t_0.95,5,0.5909526816660068,0.03294919639701815,0.5500408507300841,0.6318645126019294,two_sided_student_t_0.95,5,0.5861111111111111,0.06535817219104001,0.5049582217130941,0.6672640005091282,two_sided_student_t_0.95,5,0.5894603729030974,0.08005895685043198,0.4900540484481672,0.6888666973580275,two_sided_student_t_0.95,5,168.89440011382104,0.520770931035586,168.2477775974431,169.54102263019897,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
37,s1_166,main_effect_label_smoothing-0p0_lr0.001_wd0.0005_do0.2_ls0_mw90_ep15,stage1,main_effect,label_smoothing,0.0,15,0.001,0.0005,0.2,0.0,0.9,5,"42,10042,20042,30042,40042",5,0.5364677785993829,0.012143449554539073,0.5213896944735081,0.5515458627252576,two_sided_student_t_0.95,5,0.5352054006129989,0.010221087309756826,0.5225142444779765,0.5478965567480214,two_sided_student_t_0.95,5,0.5687037037037037,0.018030609547612,0.5463157449627648,0.5910916624446426,two_sided_student_t_0.95,5,0.5663134850623333,0.008844726931211855,0.5553313060579043,0.5772956640667622,two_sided_student_t_0.95,5,0.586111111111111,0.034115061901741725,0.5437516669512255,0.6284705552709966,two_sided_student_t_0.95,5,0.5873396032167962,0.026081969279594216,0.5549545609600675,0.619724645473525,two_sided_student_t_0.95,5,205.5891228804365,1.5355477407110516,203.68248853327245,207.49575722760054,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
38,s1_122,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep12,stage1,main_effect,dropout,0.0,12,0.001,0.0005,0.0,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5317127906132578,0.035391958899471894,0.48776786942187617,0.5756577118046394,two_sided_student_t_0.95,5,0.5333887601571635,0.035010081854675315,0.4899180019440462,0.5768595183702808,two_sided_student_t_0.95,5,0.5594444444444444,0.0596464492036727,0.4853835958475543,0.6335052930413345,two_sided_student_t_0.95,5,0.5603674307439838,0.06019379334588652,0.485626964631079,0.6351078968568885,two_sided_student_t_0.95,5,0.586111111111111,0.08272670145158079,0.4833923442285319,0.6888298779936901,two_sided_student_t_0.95,5,0.5863823124821913,0.08229541013427544,0.4841990645010481,0.6885655604633345,two_sided_student_t_0.95,5,165.74159972518683,1.3406573222647984,164.07695379420235,167.4062456561713,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
39,s1_078,main_effect_weight_decay-5em05_lr0.001_wd5e-05_do0.2_ls0.1_mw90_ep10,stage1,main_effect,weight_decay,5e-05,10,0.001,5e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5381939843492626,0.017806022870131857,0.5160848868002269,0.5603030818982982,two_sided_student_t_0.95,5,0.5408541202413584,0.012629777979769096,0.5251721796185724,0.5565360608641443,two_sided_student_t_0.95,5,0.553888888888889,0.023528358979513657,0.5246745726072126,0.5831032051705654,two_sided_student_t_0.95,5,0.557593483947047,0.017441745337060627,0.5359366966961804,0.5792502711979136,two_sided_student_t_0.95,5,0.586111111111111,0.032506462373225825,0.5457490070733112,0.6264732151489109,two_sided_student_t_0.95,5,0.585905873390057,0.04497500235464979,0.5300620321471586,0.6417497146329553,two_sided_student_t_0.95,5,140.87444992847742,2.531948110214057,137.73062111470455,144.0182787422503,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
40,s1_064,main_effect_max_windows_fraction-0p3_lr0.001_wd0.0005_do0.2_ls0.1_mw30_ep8,stage1,main_effect,max_windows_fraction,0.3,8,0.001,0.0005,0.2,0.1,0.3,5,"42,10042,20042,30042,40042",5,0.5407989360380382,0.014078668749423012,0.5233179599092432,0.5582799121668331,two_sided_student_t_0.95,5,0.5397067182810436,0.02406556686694868,0.509825370305988,0.5695880662560991,two_sided_student_t_0.95,5,0.5816666666666667,0.017621808100002297,0.5597863019656383,0.603547031367695,two_sided_student_t_0.95,5,0.5780329135915193,0.04304985441846746,0.524579459232195,0.6314863679508437,two_sided_student_t_0.95,5,0.586111111111111,0.013733700902029017,0.569058469138963,0.6031637530832591,two_sided_student_t_0.95,5,0.5801641156687596,0.042535898114946534,0.527348822348167,0.6329794089893521,two_sided_student_t_0.95,5,37.535150359012185,0.20207158343644716,37.28424534879912,37.78605536922525,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
41,s1_153,main_effect_weight_decay-0p0001_lr0.001_wd0.0001_do0.2_ls0.1_mw90_ep15,stage1,main_effect,weight_decay,0.0001,15,0.001,0.0001,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5445346395616227,0.025912910523532676,0.5123595114758767,0.5767097676473688,two_sided_student_t_0.95,5,0.5506761757972505,0.023247424485403526,0.5218106857627642,0.5795416658317367,two_sided_student_t_0.95,5,0.5788888888888888,0.03710295060717641,0.5328194908928252,0.6249582868849524,two_sided_student_t_0.95,5,0.5855025604276703,0.03399085538998633,0.5432973390217739,0.6277077818335668,two_sided_student_t_0.95,5,0.5851851851851851,0.06259423622650209,0.5074641755676755,0.6629061948026947,two_sided_student_t_0.95,5,0.5902693602693603,0.058468899917025634,0.5176706322278104,0.6628680883109102,two_sided_student_t_0.95,5,212.92563009466977,1.4544600358859516,211.11967943128403,214.73158075805551,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
42,ref_rank2_fixed_epoch,original_rank_parameters_no_early_stopping_static_only,reference,,,,50,0.001,0.0001,-1.0,0.0,0.9,5,"42,10042,20042,30042,40042",5,0.5300753028455357,0.037797492849000545,0.48314351675256745,0.577007088938504,two_sided_student_t_0.95,5,0.5356481915631559,0.03517981489095904,0.4919666819495793,0.5793297011767325,two_sided_student_t_0.95,5,0.5599999999999999,0.0493328258788271,0.4987452061766052,0.6212547938233947,two_sided_student_t_0.95,5,0.5677569155712087,0.0458599447267252,0.5108142732444193,0.624699557897998,two_sided_student_t_0.95,5,0.5851851851851851,0.060769951196705224,0.5097293246116363,0.660641045758734,two_sided_student_t_0.95,5,0.5890603310784799,0.06454918098535019,0.5089119369354315,0.6692087252215283,two_sided_student_t_0.95,5,681.4714475130662,3.5853121486264246,677.0196944957942,685.9232005303382,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
43,s1_103,strong_combo_combined_regularization-wd0p002_do0p4_ls0p15_mw0p9_lr0.001_wd0.002_do0.4_ls0.15_mw90_ep10,stage1,strong_combo,combined_regularization,wd0.002_do0.4_ls0.15_mw0.9,10,0.001,0.002,0.4,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5463849445041451,0.020125353949141306,0.5213960170543883,0.5713738719539019,two_sided_student_t_0.95,5,0.5483596307993468,0.022718350955425095,0.5201510723194374,0.5765681892792562,two_sided_student_t_0.95,5,0.5642592592592592,0.0377114523071785,0.5174343066094573,0.6110842119090611,two_sided_student_t_0.95,5,0.5645796332551165,0.041736776442860286,0.5127565805449378,0.6164026859652952,two_sided_student_t_0.95,5,0.5851851851851851,0.06657658523054642,0.5025194361810711,0.6678509341892992,two_sided_student_t_0.95,5,0.5890150111326583,0.07486309655763045,0.4960601993429963,0.6819698229223203,two_sided_student_t_0.95,5,132.27113265749068,0.5703723938852957,131.56292179043402,132.97934352454735,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
44,s1_084,main_effect_weight_decay-0p02_lr0.001_wd0.02_do0.2_ls0.1_mw90_ep10,stage1,main_effect,weight_decay,0.02,10,0.001,0.02,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5461374149440242,0.013086537793100601,0.5298883321051983,0.5623864977828502,two_sided_student_t_0.95,5,0.5544310305227995,0.017086171292291646,0.5332157467620182,0.5756463142835808,two_sided_student_t_0.95,5,0.580925925925926,0.015279180631440136,0.5619543174138144,0.5998975344380375,two_sided_student_t_0.95,5,0.5906409665979804,0.022341939407810325,0.5628997847852523,0.6183821484107085,two_sided_student_t_0.95,5,0.5824074074074075,0.031806600069106794,0.5429142971963321,0.6219005176184829,two_sided_student_t_0.95,5,0.5925704290762164,0.03291752497744806,0.5516979234017458,0.6334429347506869,two_sided_student_t_0.95,5,146.90549144428223,0.8247006657108157,145.88149031837443,147.92949257019004,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
45,s1_106,strong_combo_combined_regularization-wd0p01_do0p5_ls0p2_mw0p9_lr0.001_wd0.01_do0.5_ls0.2_mw90_ep10,stage1,strong_combo,combined_regularization,wd0.01_do0.5_ls0.2_mw0.9,10,0.001,0.01,0.5,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5463271342812237,0.01756595094713411,0.5245161253959539,0.5681381431664935,two_sided_student_t_0.95,5,0.5513836770182002,0.01463122479199165,0.5332166119443578,0.5695507420920427,two_sided_student_t_0.95,5,0.5796296296296296,0.021446731151667536,0.5529999956794488,0.6062592635798104,two_sided_student_t_0.95,5,0.5845694048650032,0.014908745076530292,0.5660577528450779,0.6030810568849285,two_sided_student_t_0.95,5,0.5824074074074075,0.05402997948479689,0.5153203270574471,0.6494944877573678,two_sided_student_t_0.95,5,0.5871884846917919,0.05705513679886761,0.5163451754160471,0.6580317939675366,two_sided_student_t_0.95,5,133.71403031721712,0.44810841310852495,133.15763023336805,134.2704304010662,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
